	 qseqid    	 sseqid       	 bitscore 	 qcovs 	 scov 	 bitscore 	 qcovs 	 scov 	
	 NP_414706 	 WP_038489856 	     37.7 	    37 	   23 	     37.7 	    23 	   38 	
	 NP_417362 	 WP_003516508 	     37.4 	    33 	   48 	     37.4 	    48 	   33 	
	 NP_415512 	 WP_038491040 	     37.4 	    24 	   20 	     37.4 	    20 	   29 	
	 NP_415794 	 WP_038495133 	     37.4 	    27 	   10 	       40 	    12 	   31 	
	 NP_415624 	 WP_003516958 	       37 	    67 	   68 	     38.1 	    63 	   74 	
	 NP_416025 	 WP_003516346 	       37 	    43 	   31 	       37 	    31 	   43 	
	 NP_415137 	 WP_038490107 	       37 	    43 	   57 	     36.6 	    55 	   52 	
	 NP_418645 	 WP_038490623 	     36.6 	    54 	   61 	     36.6 	    62 	   54 	
	 NP_415057 	 WP_025593573 	     36.6 	    98 	   89 	     36.6 	    84 	  103 	
	 NP_416955 	 WP_038489622 	     36.6 	    26 	   37 	     36.6 	    35 	   27 	
	 NP_416391 	 WP_038492013 	     36.6 	    36 	   42 	     36.6 	    42 	   36 	
	 NP_415015 	 WP_038492348 	     36.2 	    89 	   71 	     36.2 	    71 	   98 	
	 NP_418490 	 WP_038490411 	     36.2 	    42 	   47 	     36.2 	    52 	   27 	
	 NP_414643 	 WP_013635461 	     36.2 	    82 	   70 	     36.2 	    65 	   81 	
	 NP_417275 	 WP_034501844 	     35.8 	    18 	   29 	     44.3 	    50 	   33 	
	 NP_417287 	 WP_038491982 	     35.8 	    60 	   65 	       35 	    62 	   60 	
	 NP_415145 	 WP_038497034 	     35.4 	    78 	   85 	     40.8 	    80 	   83 	
	 NP_415387 	 WP_013636710 	       35 	    81 	   56 	       35 	    56 	   93 	
	 NP_418169 	 WP_025595273 	       35 	    75 	   61 	       35 	    56 	   79 	
	 NP_415560 	 WP_038495499 	       35 	    54 	   59 	     35.8 	    58 	   54 	
	 NP_418082 	 WP_038489538 	       35 	    41 	   32 	       35 	    32 	   40 	
	 NP_416572 	 WP_035251496 	       35 	    39 	   55 	       35 	    55 	   42 	
	 NP_416945 	 WP_013636492 	       35 	    28 	   18 	     35.4 	    19 	   30 	
	 NP_417553 	 WP_038497213 	     34.7 	    39 	   41 	     34.7 	    42 	   39 	
	 NP_417556 	 WP_038489224 	     34.7 	    23 	   15 	     34.7 	    15 	   23 	
	 NP_416165 	 WP_038491422 	     34.3 	    66 	   82 	     34.3 	    83 	   67 	
	 YP_588444 	 WP_003498405 	     34.3 	    95 	   87 	     34.3 	    88 	   94 	
	 NP_418680 	 WP_003511253 	     33.9 	    20 	    6 	     33.9 	     7 	   20 	
	 NP_418697 	 WP_040132295 	     33.5 	    26 	    5 	     34.3 	     5 	   25 	
	 NP_417496 	 WP_038495467 	       32 	    46 	   32 	     33.5 	    38 	   54 	
	 NP_416309 	 WP_003515453 	     31.6 	    87 	   84 	     32.7 	    55 	   58 	
	 NP_417514 	 WP_003513446 	     30.8 	    56 	   66 	     30.8 	    67 	   60 	
	 NP_418408 	 WP_003507689 	     30.4 	    21 	   40 	     33.5 	    68 	   35 	
	 NP_416232 	 WP_003493355 	       30 	    83 	   80 	       30 	    81 	   83 	
	 NP_417807 	 WP_013635242 	     29.3 	    92 	   94 	     29.3 	    93 	   91 	
	 YP_026284 	 WP_003515706 	     28.9 	    94 	  100 	     28.9 	   100 	  110 	
+-----------+--------------+----------+-------+------+----------+-------+------+
